"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.823161493E1,-1.297388458E1,-3.990031779E-1,-2.937788010E0
2.824161493E1,-1.212263775E1,1.453639716E-1,-2.856431961E0
2.825161493E1,-1.065344429E1,4.055834413E-1,-2.084746838E0
2.826161493E1,-9.559326172E0,6.993024349E-1,-1.664806366E0
2.827161493E1,-8.886942863E0,1.248455167E0,-9.529415965E-1
2.828161493E1,-8.703293800E0,1.642672777E0,-7.567301393E-1
2.829161493E1,-8.741579056E0,1.560718536E0,-9.463613629E-1
2.830161493E1,-8.689535141E0,1.034297585E0,-1.066600680E0
2.831161493E1,-8.554341316E0,2.985046208E-1,-1.243071318E0
2.832161493E1,-7.931608677E0,-4.331009090E-1,-1.379462242E0
2.833161493E1,-7.603193760E0,-8.321040869E-1,-1.497308731E0
2.834161493E1,-6.948757172E0,-1.294517040E0,-1.526620865E0
2.835161493E1,-6.251847267E0,-1.283749342E0,-1.664208174E0
2.836161493E1,-5.605785370E0,-1.383051515E0,-1.719841242E0
2.837161493E1,-5.285147190E0,-1.389033556E0,-1.616949916E0
2.838161493E1,-5.163113117E0,-1.196411371E0,-1.676172256E0
2.839161493E1,-5.343770981E0,-1.356730461E0,-1.764706731E0
2.840161493E1,-5.717051506E0,-1.427916884E0,-1.966900229E0
2.841161493E1,-6.158527374E0,-1.226321578E0,-1.951346874E0
2.842161493E1,-6.733402729E0,-1.044467092E0,-1.844268084E0
2.843161493E1,-7.122834682E0,-8.476574421E-1,-1.972284079E0
2.844161493E1,-7.144370079E0,-7.094719410E-1,-2.145165443E0
2.845161493E1,-7.119843960E0,-9.254241586E-1,-2.386840582E0
2.846161493E1,-6.958926678E0,-1.369292736E0,-2.656033039E0
2.847161493E1,-6.867999077E0,-1.685743570E0,-3.135794163E0
2.848161493E1,-6.833901405E0,-1.901695848E0,-3.454039574E0
2.849161493E1,-6.949953556E0,-1.893320918E0,-3.653840065E0
2.850161493E1,-7.503891945E0,-1.646261930E0,-3.976871252E0
2.851161493E1,-7.947760582E0,-1.599601984E0,-4.694717884E0
2.852161493E1,-8.234899521E0,-8.620143533E-1,-5.189434052E0
2.853161493E1,-8.568099976E0,-8.374879137E-3,-5.170291424E0
2.854161493E1,-9.183054924E0,5.318048596E-1,-4.846662045E0
2.855161493E1,-9.887741089E0,7.357929349E-1,-4.753342152E0
2.856161493E1,-1.090110207E1,3.098705411E-1,-4.729413986E0
2.857161493E1,-1.185643578E1,-2.781656384E-1,-4.752744198E0
2.858161493E1,-1.255872917E1,-9.266205430E-1,-4.896313190E0
2.859161493E1,-1.289791203E1,-1.417747378E0,-4.933402061E0
2.860161493E1,-1.276750374E1,-2.226521492E0,-5.247459888E0
2.861161493E1,-1.233440208E1,-2.754138947E0,-5.627320766E0
2.862161493E1,-1.199043465E1,-2.736790895E0,-5.615356445E0
2.863161493E1,-1.256231880E1,-2.263011932E0,-5.338985443E0
2.864161493E1,-1.368096352E1,-1.780858278E0,-5.340780258E0
2.865161493E1,-1.449452305E1,-1.543968797E0,-5.151747227E0
2.866161493E1,-1.485703564E1,-1.347159147E0,-3.768097401E0
2.867161493E1,-1.467458344E1,-1.641476393E0,-1.544566989E0
2.868161493E1,-1.368036556E1,-1.651047587E0,2.524427772E-1
2.869161493E1,-1.218425274E1,-1.427318692E0,1.557727575E0
2.870161493E1,-1.125344467E1,-1.374078393E0,2.238485575E0
2.871161493E1,-1.074556828E1,-1.000199914E0,2.299502611E0
2.872161493E1,-1.074556828E1,-4.378865361E-1,1.475175142E0
2.873161493E1,-1.072762203E1,-1.064806059E-1,6.041877344E-2
2.874161493E1,-1.058764172E1,7.896314561E-2,-1.014556766E0
2.875161493E1,-1.037168980E1,-9.451649338E-2,-2.054238319E0
2.876161493E1,-1.009472084E1,-3.607180119E-1,-2.611765862E0
2.877161493E1,-9.610174179E0,-5.096712112E-1,-2.603989124E0
2.878161493E1,-8.836095810E0,-7.740781307E-1,-2.210968018E0
2.879161493E1,-7.954340458E0,-7.304090858E-1,-1.677368641E0
2.880161493E1,-7.561319351E0,-5.820540786E-1,-1.199402332E0
2.881161493E1,-7.502695560E0,-5.952146053E-1,-1.022931695E0
2.882161493E1,-7.663612843E0,-8.506484628E-1,-1.182054400E0
2.883161493E1,-7.786843300E0,-9.960124493E-1,-1.266401410E0
2.884161493E1,-7.891529083E0,-1.073180914E0,-1.317847013E0
2.885161493E1,-7.900502205E0,-1.222134113E0,-1.459621787E0
2.886161493E1,-7.741977692E0,-1.321436286E0,-1.502692580E0
2.887161493E1,-7.350152969E0,-1.279561877E0,-1.481157184E0
2.888161493E1,-7.231708050E0,-1.163509965E0,-1.463809252E0
2.889161493E1,-7.136593342E0,-1.186840057E0,-1.602592945E0
2.890161493E1,-7.173084259E0,-9.960124493E-1,-1.780260086E0
2.891161493E1,-7.163512707E0,-5.700899959E-1,-1.878963947E0
2.892161493E1,-7.448856831E0,-2.285145670E-1,-1.865803480E0
2.893161493E1,-7.901698589E0,1.399801224E-1,-1.946561217E0
2.894161493E1,-8.026124954E0,6.077769399E-1,-1.978266120E0
2.895161493E1,-7.998608112E0,7.854440212E-1,-1.903490424E0
2.896161493E1,-7.993224144E0,7.040880919E-1,-1.950748682E0
2.897161493E1,-7.901698589E0,4.791627228E-1,-2.187638044E0
2.898161493E1,-7.759923935E0,4.271188378E-1,-2.545963287E0
2.899161493E1,-7.861020565E0,3.678964674E-1,-2.793022156E0
2.900161493E1,-7.657032490E0,4.893322289E-1,-2.895315409E0
2.901161493E1,-7.796414375E0,4.540380836E-1,-3.070589542E0
2.902161493E1,-8.020741463E0,3.702892959E-1,-3.202194929E0
2.903161493E1,-8.244470596E0,2.721835673E-1,-3.228515863E0
2.904161493E1,-8.533403397E0,-6.101697683E-2,-3.309871912E0
2.905161493E1,-8.799007416E0,-3.266202807E-1,-3.368496180E0
2.906161493E1,-8.954540253E0,-5.964110494E-1,-3.455834150E0
2.907161493E1,-9.342776299E0,-9.876375198E-1,-3.470191002E0
2.908161493E1,-9.619745255E0,-1.033699393E0,-3.520440340E0
2.909161493E1,-9.908679008E0,-5.012963414E-1,-3.856631994E0
2.910161493E1,-1.011027431E1,-1.932204217E-1,-4.286741734E0
2.911161493E1,-1.024845982E1,-4.588237405E-1,-4.694119930E0
2.912161493E1,-1.052303600E1,-8.494520187E-1,-4.880161762E0
2.913161493E1,-1.080000496E1,-9.290133715E-1,-5.035695076E0
2.914161493E1,-1.097408295E1,-6.532405615E-1,-4.917250633E0
2.915161493E1,-1.093161011E1,-5.982056726E-3,-4.679164886E0
2.916161493E1,-1.089811039E1,4.630111754E-1,-4.768895626E0
2.917161493E1,-1.089212894E1,3.912265003E-1,-4.687539577E0
2.918161493E1,-1.147179031E1,-2.542374134E-1,-4.292723656E0
2.919161493E1,-1.287278748E1,-1.037288666E0,-3.958925009E0
2.920161493E1,-1.402672672E1,-2.023131609E0,-3.462414265E0
2.921161493E1,-1.488574982E1,-2.516651154E0,-2.309073925E0
2.922161493E1,-1.486541080E1,-2.118844509E0,-5.288137794E-1
2.923161493E1,-1.379761314E1,-9.373882413E-1,1.019940615E0
2.924161493E1,-1.282433319E1,-4.408775866E-1,2.455634356E0
2.925161493E1,-1.165543938E1,-2.626122832E-1,4.178466320E0
2.926161493E1,-1.093041420E1,-3.409772217E-1,4.560719967E0
2.927161493E1,-1.080479050E1,1.375873089E-1,3.941577196E0
2.928161493E1,-1.130548859E1,6.167500615E-1,2.347957134E0
2.929161493E1,-1.210469151E1,6.640082598E-1,-3.373879790E-1
2.930161493E1,-1.253839111E1,5.162515044E-1,-2.155933142E0
2.931161493E1,-1.268973637E1,4.701896608E-1,-2.841476917E0
2.932161493E1,-1.212383366E1,3.032902777E-1,-2.795415163E0
2.933161493E1,-1.075155067E1,4.486542568E-2,-2.301297188E0
2.934161493E1,-9.390632629E0,6.939185411E-2,-1.593619823E0
2.935161493E1,-8.734998703E0,2.584248483E-1,-1.127019525E0
2.936161493E1,-8.306085587E0,6.083751321E-1,-7.698906660E-1
2.937161493E1,-7.902894974E0,9.182456732E-1,-7.459624410E-1
2.938161493E1,-7.662416458E0,7.052844763E-1,-8.171489239E-1
2.939161493E1,-7.463811874E0,4.773681164E-1,-8.069794178E-1
2.940161493E1,-7.130611420E0,1.028913707E-1,-7.728816867E-1
2.941161493E1,-6.764509678E0,-1.854437590E-1,-7.728816867E-1
2.942161493E1,-6.485147476E0,-4.127618968E-1,-7.776673436E-1
2.943161493E1,-6.415755749E0,-6.610172391E-1,-8.093722463E-1
2.944161493E1,-6.308078766E0,-1.009771109E0,-9.361918569E-1
2.945161493E1,-6.296114445E0,-1.282552958E0,-9.583254457E-1
2.946161493E1,-6.371488571E0,-1.369292736E0,-9.571290612E-1
2.947161493E1,-6.591030121E0,-1.404586911E0,-9.314061999E-1
2.948161493E1,-6.800402164E0,-1.449452281E0,-8.679963946E-1
2.949161493E1,-7.106683254E0,-1.395015597E0,-8.333004713E-1
2.950161493E1,-7.390830994E0,-1.220937729E0,-8.757730722E-1
2.951161493E1,-7.650452137E0,-1.118644595E0,-1.022931695E0
2.952161493E1,-7.761120319E0,-1.115055323E0,-1.170090318E0
2.953161493E1,-7.724031448E0,-1.153938770E0,-1.460818172E0
2.954161493E1,-7.486543655E0,-1.219143152E0,-1.800599098E0
2.955161493E1,-7.234699249E0,-1.356730461E0,-2.306680918E0
2.956161493E1,-7.050451756E0,-1.428515077E0,-2.850450039E0
2.957161493E1,-7.101299286E0,-1.353141189E0,-3.275176048E0
2.958161493E1,-7.363911629E0,-1.204187989E0,-3.818944931E0
2.959161493E1,-7.679165840E0,-1.447657704E0,-4.258625984E0
2.960161493E1,-8.257631302E0,-6.502495408E-1,-4.633102894E0
2.961161493E1,-8.684749603E0,-1.716850251E-1,-4.905884743E0
2.962161493E1,-9.285946846E0,2.003988922E-1,-4.938786030E0
2.963161493E1,-1.015334511E1,5.084748268E-1,-4.802394867E0
2.964161493E1,-1.106381416E1,4.815555513E-1,-4.377070904E0
2.965161493E1,-1.179123211E1,1.639083475E-1,-4.236492634E0
2.966161493E1,-1.234397411E1,-6.119644046E-1,-4.389633179E0
2.967161493E1,-1.253719425E1,-1.103091240E0,-4.789832592E0
2.968161493E1,-1.228176022E1,-1.494317770E0,-5.160720348E0
2.969161493E1,-1.150110245E1,-1.802991867E0,-5.377270699E0
2.970161493E1,-1.081914711E1,-2.475374937E0,-5.137988567E0
2.971161493E1,-1.119362450E1,-1.631306887E0,-4.789234638E0
2.972161493E1,-1.253480148E1,-6.765705943E-1,-4.530809879E0
2.973161493E1,-1.434497166E1,-5.970092416E-1,-4.115654945E0
2.974161493E1,-1.467458344E1,-8.021938205E-1,-2.652443886E0
2.975161493E1,-1.438026619E1,-8.895317912E-1,-5.264210105E-1
2.976161493E1,-1.403809261E1,-1.007976532E0,2.347957134E0
2.977161493E1,-1.347099304E1,-1.073180914E0,4.572085857E0
2.978161493E1,-1.313420391E1,-8.476574421E-1,5.402993679E0
2.979161493E1,-1.314078331E1,-8.823533654E-1,5.045864582E0
2.980161493E1,-1.297627735E1,-1.247258782E0,3.860221148E0
2.981161493E1,-1.276750374E1,-1.560718536E0,2.177468538E0
2.982161493E1,-1.227577877E1,-1.648056626E0,7.716853172E-2
2.983161493E1,-1.172483063E1,-1.709073544E0,-1.561316729E0
2.984161493E1,-1.077248764E1,-1.651047587E0,-2.917448997E0
2.985161493E1,-9.612566948E0,-1.282552958E0,-3.451646566E0
2.986161493E1,-8.675776482E0,-7.328019142E-1,-3.451646566E0
2.987161493E1,-7.852047443E0,-3.463610709E-1,-3.283550978E0
2.988161493E1,-7.439883709E0,-1.830509305E-1,-2.852842808E0
2.989161493E1,-7.366902828E0,-5.018945336E-1,-2.297708035E0
2.990161493E1,-7.524230957E0,-7.842476368E-1,-1.865803480E0
2.991161493E1,-7.546962738E0,-1.146760225E0,-1.362114310E0
2.992161493E1,-7.484150887E0,-1.465603828E0,-9.541380405E-1
2.993161493E1,-7.267600536E0,-1.491924882E0,-6.837490797E-1
2.994161493E1,-7.172485828E0,-1.414158225E0,-6.275177598E-1
2.995161493E1,-6.928418159E0,-1.383051515E0,-5.958128572E-1
2.996161493E1,-6.772884369E0,-1.243071318E0,-7.603194118E-1
2.997161493E1,-6.695117950E0,-9.990034699E-1,-9.385846853E-1
2.998161493E1,-6.646663189E0,-6.161518097E-1,-1.032503009E0
2.999161493E1,-6.729813576E0,-2.392822690E-2,-1.184447169E0
3.000161493E1,-6.827321053E0,6.257231236E-1,-1.274776220E0
3.001161493E1,-7.000202656E0,1.202991605E0,-1.311864972E0
3.002161493E1,-7.268198967E0,1.621137381E0,-1.437488198E0
3.003161493E1,-7.496115208E0,1.824527264E0,-1.652244091E0
3.004161493E1,-7.652246952E0,1.621735573E0,-1.797608018E0
3.005161493E1,-7.617550850E0,1.362712502E0,-2.024327993E0
3.006161493E1,-7.527221680E0,1.180858016E0,-2.371885538E0
3.007161493E1,-7.506882668E0,9.218349457E-1,-2.627319336E0
3.008161493E1,-7.620542049E0,6.759724021E-1,-2.930011272E0
3.009161493E1,-7.792825222E0,5.204389095E-1,-3.238087177E0
3.010161493E1,-7.855636597E0,3.613162339E-1,-3.608376503E0
3.011161493E1,-8.022536278E0,1.722832322E-1,-3.887140274E0
3.012161493E1,-8.276773453E0,-2.416750938E-1,-3.835096598E0
3.013161493E1,-8.754739761E0,-2.368894368E-1,-3.884747505E0
3.014161493E1,-9.376873970E0,1.483550072E-1,-4.250849247E0
3.015161493E1,-1.003370380E1,1.848455518E-1,-4.533202648E0
3.016161493E1,-1.047039413E1,-2.889333367E-1,-4.761118889E0
3.017161493E1,-1.096510983E1,-1.155733347E0,-5.008776188E0
3.018161493E1,-1.134257793E1,-1.772483349E0,-5.154139996E0
3.019161493E1,-1.149093246E1,-1.725823283E0,-5.182255745E0
3.020161493E1,-1.143230820E1,-9.505487680E-1,-5.307878971E0
3.021161493E1,-1.101775169E1,-0.000000000E0,-5.623133183E0
3.022161493E1,-1.050090218E1,7.704889178E-1,-5.861218929E0
3.023161493E1,-1.051226807E1,9.708877802E-1,-5.862415314E0
3.024161493E1,-1.214118195E1,8.554340899E-2,-5.483751297E0
3.025161493E1,-1.461416435E1,-6.412764788E-1,-5.315655708E0
3.026161493E1,-1.583151245E1,-1.570289850E0,-4.929214478E0
3.027161493E1,-1.571665764E1,-2.057229280E0,-3.080160856E0
3.028161493E1,-1.500598907E1,-1.397408366E0,-4.331009090E-1
3.029161493E1,-1.350329685E1,-8.081758618E-1,1.756331801E0
3.030161493E1,-1.204846001E1,-4.085744619E-1,2.789433002E0
3.031161493E1,-1.041655540E1,3.314059377E-1,3.550948858E0
3.032161493E1,-9.331410408E0,1.246062398E0,3.470789194E0
3.033161493E1,-9.515059471E0,1.546361685E0,1.924427629E0
3.034161493E1,-1.045962620E1,1.369890928E0,1.381855011E-1
3.035161493E1,-1.179841042E1,1.208375454E0,-1.965105653E0
3.036161493E1,-1.254676533E1,8.392825127E-1,-3.154936552E0
3.037161493E1,-1.249053383E1,3.463610709E-1,-3.270390272E0
3.038161493E1,-1.150170040E1,-2.117647976E-1,-2.699702263E0
3.039161493E1,-1.021077251E1,-3.846462369E-1,-1.981257200E0
3.040161493E1,-9.092725754E0,-9.032905847E-2,-1.556531072E0
3.041161493E1,-8.316255569E0,2.907279432E-1,-1.382453322E0
3.042161493E1,-7.650452137E0,7.088736892E-1,-1.275374413E0
3.043161493E1,-7.453642368E0,1.122233868E0,-1.336989641E0
3.044161493E1,-7.308278561E0,1.304686546E0,-1.524826288E0
3.045161493E1,-7.130611420E0,1.124626637E0,-1.619940877E0
3.046161493E1,-6.945167542E0,7.627122402E-1,-1.604387641E0
3.047161493E1,-6.754340172E0,2.955136001E-1,-1.554138303E0
3.048161493E1,-6.567699909E0,-9.930214286E-2,-1.432702541E0
3.049161493E1,-6.162714481E0,-4.737788737E-1,-1.436890006E0
3.050161493E1,-6.152545452E0,-5.401797295E-1,-1.408176184E0
3.051161493E1,-6.286543369E0,-5.994020700E-1,-1.530808330E0
3.052161493E1,-6.404389858E0,-7.776673436E-1,-1.552941918E0
3.053161493E1,-6.723233223E0,-9.918249846E-1,-1.706680775E0
3.054161493E1,-7.181458950E0,-1.140179992E0,-1.859821439E0
3.055161493E1,-7.597810268E0,-1.245464206E0,-2.118844509E0
3.056161493E1,-7.783852100E0,-1.381256819E0,-2.236092806E0
3.057161493E1,-7.693522930E0,-1.313659668E0,-2.260619164E0
3.058161493E1,-7.500900745E0,-1.077966571E0,-2.430509567E0
3.059161493E1,-7.490133286E0,-1.278963685E0,-2.620140791E0
3.060161493E1,-7.152146816E0,-1.223330617E0,-2.736790895E0
3.061161493E1,-6.894918442E0,-8.057830334E-1,-3.028116941E0
3.062161493E1,-6.563512325E0,-7.028916478E-1,-3.464807272E0
3.063161493E1,-6.436692715E0,-7.076773047E-1,-3.856631994E0
3.064161493E1,-6.636493683E0,-4.947160780E-1,-4.157529354E0
3.065161493E1,-7.031309128E0,-2.261217386E-1,-4.285545349E0
3.066161493E1,-7.568498135E0,-9.750752151E-2,-4.388436794E0
3.067161493E1,-8.095517159E0,1.256231871E-2,-4.338785648E0
3.068161493E1,-8.841479301E0,1.298106313E-1,-4.196412563E0
3.069161493E1,-1.002173901E1,1.328016520E-1,-4.185046673E0
3.070161493E1,-1.100997543E1,4.151547253E-1,-4.314857483E0
3.071161493E1,-1.212084293E1,5.234299302E-1,-4.494917393E0
3.072161493E1,-1.286979675E1,2.817548811E-1,-4.588835716E0
3.073161493E1,-1.294457245E1,2.691925503E-2,-4.801198483E0
3.074161493E1,-1.247677517E1,-1.609173268E-1,-5.184050083E0
3.075161493E1,-1.165962696E1,-8.434699774E-1,-5.631507874E0
3.076161493E1,-1.097228813E1,-1.411765337E0,-5.936593056E0
3.077161493E1,-1.092861938E1,-1.627119422E0,-6.198009014E0
3.078161493E1,-1.202513027E1,-1.402792215E0,-6.054439545E0
3.079161493E1,-1.376411438E1,-1.376471281E0,-5.934798241E0
3.080161493E1,-1.506042576E1,-1.557727575E0,-4.652245522E0
3.081161493E1,-1.558923912E1,-1.706082582E0,-2.821736097E0
3.082161493E1,-1.529073524E1,-1.735992789E0,-6.628118753E-1
3.083161493E1,-1.378923893E1,-1.563111424E0,1.425524116E0
3.084161493E1,-1.218365479E1,-1.127617717E0,3.001197815E0
3.085161493E1,-1.140957642E1,-8.171489239E-1,3.537788391E0
3.086161493E1,-1.116191959E1,-4.043870270E-1,3.218346357E0
3.087161493E1,-1.097288609E1,-4.055834413E-1,1.891526341E0
3.088161493E1,-1.081675434E1,-5.754738450E-1,4.941178858E-1
3.089161493E1,-1.091306591E1,-4.468596280E-1,-1.208973646E0
3.090161493E1,-1.084606647E1,-3.062812984E-1,-2.698505640E0
3.091161493E1,-1.041476059E1,-4.145565331E-1,-3.591626883E0
3.092161493E1,-9.797411919E0,-4.707878530E-1,-3.528217077E0
3.093161493E1,-8.894122124E0,-5.270192027E-1,-2.746362209E0
3.094161493E1,-8.109873772E0,-5.509474277E-1,-1.873580098E0
3.095161493E1,-7.883154392E0,-7.902296782E-1,-9.858429432E-1
3.096161493E1,-7.841279984E0,-9.278169870E-1,-5.653043389E-1
3.097161493E1,-7.948358536E0,-1.167697430E0,-4.671986103E-1
3.098161493E1,-7.951947689E0,-1.301695466E0,-5.808576941E-1
3.099161493E1,-7.910073280E0,-1.229910851E0,-6.580262184E-1
3.100161493E1,-7.753343582E0,-1.152144074E0,-6.927221417E-1
3.101161493E1,-7.277172089E0,-1.042672515E0,-7.824530005E-1
3.102161493E1,-6.936792850E0,-6.562315822E-1,-8.303094506E-1
3.103161493E1,-6.737590313E0,-5.018945336E-1,-8.566305041E-1
3.104161493E1,-6.550352097E0,-1.603191197E-1,-9.601200819E-1
3.105161493E1,-6.486942291E0,1.561316848E-1,-1.054038405E0
3.106161493E1,-6.633502483E0,3.834498227E-1,-1.245464206E0
3.107161493E1,-6.760322094E0,5.497509837E-1,-1.389033556E0
3.108161493E1,-7.003791809E0,9.056833982E-1,-1.514058471E0
3.109161493E1,-7.054041386E0,1.062413216E0,-1.739582062E0
3.110161493E1,-7.065407276E0,1.176670551E0,-1.859223247E0
3.111161493E1,-7.067800045E0,1.310070395E0,-2.093719721E0
3.112161493E1,-6.996613503E0,1.214955688E0,-2.303689957E0
3.113161493E1,-6.843472958E0,1.110269666E0,-2.456232548E0
3.114161493E1,-6.743572235E0,1.091725349E0,-2.595016241E0
3.115161493E1,-6.838686943E0,8.751748800E-1,-2.888735056E0
3.116161493E1,-7.217351437E0,4.450650215E-1,-3.016152859E0
3.117161493E1,-7.653443336E0,-2.871387079E-2,-3.200998545E0
3.118161493E1,-8.019545555E0,-2.955136001E-1,-3.306282759E0
3.119161493E1,-8.429315567E0,-5.485545993E-1,-3.502494097E0
3.120161493E1,-9.027522087E0,-7.519445419E-1,-3.921836376E0
3.121161493E1,-9.638289452E0,-9.828519225E-1,-4.173680782E0
3.122161493E1,-1.066301632E1,-1.261017561E0,-4.160520554E0
3.123161493E1,-1.178285694E1,-1.137787223E0,-4.174279213E0
3.124161493E1,-1.257607746E1,-1.140179992E0,-4.126422882E0
3.125161493E1,-1.287757301E1,-1.143171072E0,-4.158127785E0
3.126161493E1,-1.303190994E1,-6.765705943E-1,-4.442275047E0
3.127161493E1,-1.245524025E1,-2.416750938E-1,-4.925625324E0
3.128161493E1,-1.178345490E1,3.433700502E-1,-5.148756027E0
3.129161493E1,-1.186481094E1,4.917250574E-1,-4.906482697E0
3.130161493E1,-1.363191032E1,-3.230310678E-1,-4.298107624E0
3.131161493E1,-1.571187210E1,-8.889335990E-1,-4.543970108E0
3.132161493E1,-1.641715622E1,-1.426122308E0,-4.287340164E0
3.133161493E1,-1.643570137E1,-1.195214868E0,-2.023729801E0
3.134161493E1,-1.534158230E1,7.178468257E-2,1.060020447E0
3.135161493E1,-1.326521015E1,8.165507317E-1,3.650250912E0
3.136161493E1,-1.156810093E1,9.505487680E-1,4.774279594E0
3.137161493E1,-1.018564796E1,1.165902853E0,5.346164227E0
3.138161493E1,-9.523433685E0,1.481755376E0,4.624728203E0
3.139161493E1,-9.602396965E0,1.491924882E0,3.289532900E0
3.140161493E1,-1.024247742E1,1.063011408E0,8.500502706E-1
3.141161493E1,-1.127797127E1,6.305087805E-1,-1.377069473E0
3.142161493E1,-1.234816170E1,1.812563092E-1,-2.926422119E0
3.143161493E1,-1.228534985E1,-4.839483798E-1,-3.126821041E0
3.144161493E1,-1.130608654E1,-1.158126116E0,-2.645863533E0
3.145161493E1,-9.746564865E0,-1.202393413E0,-1.682154298E0
3.146161493E1,-8.465806961E0,-7.334001660E-1,-8.297112584E-1
3.147161493E1,-7.905886173E0,-3.290131316E-2,-3.762713671E-1
3.148161493E1,-7.731808186E0,8.303094506E-1,-1.884347796E-1
3.149161493E1,-7.706085205E0,1.562513232E0,-3.320041299E-1
3.150161493E1,-7.683951855E0,1.686939955E0,-4.384847581E-1
3.151161493E1,-7.526025295E0,1.520638824E0,-6.478567123E-1
3.152161493E1,-7.418946743E0,1.253240824E0,-7.944171429E-1
3.153161493E1,-7.046862602E0,8.159525394E-1,-8.793623447E-1
3.154161493E1,-6.617949009E0,3.846462369E-1,-9.547362328E-1
3.155161493E1,-6.414559364E0,5.144568533E-2,-1.115653515E0
3.156161493E1,-6.218945980E0,-3.678964674E-1,-9.702895880E-1
3.157161493E1,-6.321238995E0,-6.077769399E-1,-9.439685345E-1
3.158161493E1,-6.454041004E0,-7.244270444E-1,-9.517452121E-1
3.159161493E1,-6.778268337E0,-8.805587292E-1,-1.034297585E0
3.160161493E1,-7.038487911E0,-1.150947690E0,-1.035493970E0
3.161161493E1,-7.242475986E0,-1.253240824E0,-9.571290612E-1
3.162161493E1,-7.423133850E0,-1.365105271E0,-9.505487680E-1
3.163161493E1,-7.454838753E0,-1.585843205E0,-1.053440213E0
3.164161493E1,-7.510472298E0,-1.433898926E0,-1.340578914E0
3.165161493E1,-7.488936901E0,-1.329213023E0,-1.575075507E0
3.166161493E1,-7.496713161E0,-1.234098315E0,-1.933400750E0
3.167161493E1,-7.447660446E0,-1.163509965E0,-2.525624275E0
3.168161493E1,-7.466204643E0,-1.127019525E0,-3.208176851E0
3.169161493E1,-7.607381344E0,-9.517452121E-1,-3.346960783E0
3.170161493E1,-7.784450054E0,-7.154539824E-1,-3.819543123E0
3.171161493E1,-7.967501163E0,-6.652047038E-1,-4.067200184E0
3.172161493E1,-8.270193100E0,-5.581258535E-1,-4.128217220E0
3.173161493E1,-8.914461136E0,-2.153540403E-1,-4.231706619E0
3.174161493E1,-1.010967541E1,1.746760458E-1,-4.427918434E0
3.175161493E1,-1.143230820E1,4.725824594E-1,-4.522434711E0
3.176161493E1,-1.232542896E1,4.259224236E-1,-4.478765965E0
3.177161493E1,-1.306062412E1,1.316052489E-2,-4.199403763E0
3.178161493E1,-1.332383442E1,-7.543373108E-1,-3.853042603E0
3.179161493E1,-1.291825104E1,-1.731207132E0,-3.866801500E0
3.180161493E1,-1.188873959E1,-2.708675146E0,-4.447659016E0
3.181161493E1,-1.084128094E1,-2.609373093E0,-4.983651161E0
3.182161493E1,-1.086341476E1,-1.433300734E0,-5.269593716E0
3.183161493E1,-1.210409355E1,-7.417750359E-1,-5.343770981E0
3.184161493E1,-1.411526108E1,7.322037220E-1,-5.190630436E0
3.185161493E1,-1.501436424E1,1.052842021E0,-3.866801500E0
3.186161493E1,-1.447538090E1,3.188436031E-1,-9.170492887E-1
3.187161493E1,-1.384666634E1,-2.147558331E-1,1.238883972E0
3.188161493E1,-1.262333584E1,-5.282155871E-1,3.189632654E0
3.189161493E1,-1.131266689E1,-7.842476368E-1,4.657629490E0
3.190161493E1,-1.061635590E1,-5.862415433E-1,4.794618607E0
3.191161493E1,-1.065344429E1,-5.066801906E-1,4.231706619E0
3.192161493E1,-1.124925709E1,-3.667000830E-1,3.080160856E0
3.193161493E1,-1.191685486E1,-5.216353536E-1,1.301695466E0
3.194161493E1,-1.233200932E1,-5.150550604E-1,-2.985046208E-1
3.195161493E1,-1.219920826E1,-8.099704385E-1,-1.918445587E0
3.196161493E1,-1.130907822E1,-1.034297585E0,-2.937788010E0
3.197161493E1,-1.000080204E1,-1.279561877E0,-2.815155745E0
3.198161493E1,-8.946166039E0,-1.349551916E0,-2.396411896E0
3.199161493E1,-8.006982803E0,-1.383051515E0,-1.986641049E0
3.200161493E1,-7.441080093E0,-1.463211060E0,-1.789233088E0
3.201161493E1,-7.332206726E0,-1.342373490E0,-1.752742529E0
3.202161493E1,-7.380063057E0,-1.198804140E0,-1.543370605E0
3.203161493E1,-7.390830994E0,-9.924231768E-1,-1.392622828E0
3.204161493E1,-7.362715244E0,-8.291130662E-1,-1.198205948E0
3.205161493E1,-7.162316322E0,-6.975077987E-1,-1.009771109E0
3.206161493E1,-7.101299286E0,-5.006981492E-1,-8.973084688E-1
3.207161493E1,-6.895516872E0,-5.371887088E-1,-9.649057388E-1
3.208161493E1,-6.781857491E0,-5.312066078E-1,-1.079761267E0
3.209161493E1,-6.677171707E0,-4.636093974E-1,-1.124028444E0
3.210161493E1,-6.661618233E0,-2.291127741E-1,-1.302293777E0
3.211161493E1,-6.737590313E0,5.623133108E-2,-1.590628862E0
3.212161493E1,-6.818347931E0,3.900300860E-1,-1.754537225E0
3.213161493E1,-6.985247612E0,7.465606928E-1,-2.009372711E0
3.214161493E1,-7.051648140E0,1.027717352E0,-2.225325108E0
3.215161493E1,-7.011568546E0,1.286142230E0,-2.375474691E0
3.216161493E1,-6.912864685E0,1.382453322E0,-2.501097918E0
3.217161493E1,-6.787839413E0,1.162911773E0,-2.729014158E0
