"time","gyro_x","gyro_y","gyro_z"
1.884200268E1,-2.324342281E-1,-9.728029370E-2,-4.189008474E-1
1.885200269E1,-1.791362315E-1,-6.566801667E-2,-4.178318381E-1
1.886200268E1,-1.501201391E-1,-1.007927675E-2,-4.364632070E-1
1.887200268E1,-1.404990107E-1,-2.748893574E-3,-4.389066696E-1
1.888200268E1,-1.354593635E-1,-1.237002108E-2,-4.071416855E-1
1.889200268E1,-1.145372316E-1,-7.330383174E-3,-3.706424832E-1
1.890200269E1,-6.093380973E-2,-1.313360315E-2,-3.365867436E-1
1.891200268E1,-1.114829071E-2,-2.611448988E-2,-3.087923825E-1
1.892200269E1,3.161227703E-2,-2.962696366E-2,-2.661845386E-1
1.893200268E1,3.543018550E-2,-1.847867295E-2,-2.101376504E-1
1.894200269E1,-1.832595794E-3,-6.414085161E-3,-1.635591686E-1
1.895200268E1,-6.719517708E-2,1.893682219E-2,-1.218676195E-1
1.896200268E1,-1.180497110E-1,4.306599870E-2,-8.521570265E-2
1.897200268E1,-1.737911552E-1,4.780020565E-2,-5.574145541E-2
1.898200268E1,-2.197587788E-1,5.146539584E-2,-2.993239649E-2
1.899200269E1,-2.779437006E-1,5.131268129E-2,-6.566801574E-3
1.900200268E1,-3.165809214E-1,2.458732575E-2,1.084285788E-2
1.901200269E1,-3.480404615E-1,-3.833179548E-2,1.221730467E-2
1.902200268E1,-3.649919927E-1,-1.038470939E-1,7.483099122E-3
1.903200269E1,-3.770565689E-1,-1.522581577E-1,1.496619824E-2
1.904200268E1,-3.709479272E-1,-1.641700417E-1,4.062253982E-2
1.905200268E1,-3.599523604E-1,-1.666134894E-1,6.001751125E-2
1.906200268E1,-3.596469164E-1,-1.519527286E-1,9.666942805E-2
1.907200268E1,-3.425426781E-1,-1.094975919E-1,1.343903542E-1
1.908200269E1,-3.158173263E-1,-5.482515693E-2,1.463022232E-1
1.909200268E1,-3.025310040E-1,6.872233935E-3,1.583668143E-1
1.910200269E1,-3.025310040E-1,1.606575549E-1,1.751656085E-1
1.911200268E1,-3.051272035E-1,3.167336285E-1,1.884519309E-1
1.912200268E1,-2.895501256E-1,4.558582008E-1,1.576032341E-1
1.913200268E1,-2.729040384E-1,5.198463202E-1,1.110247597E-1
1.914200268E1,-2.464841306E-1,5.294674635E-1,5.115996301E-2
1.915200269E1,-2.345722616E-1,5.051855445E-1,-1.221730467E-2
1.916200268E1,-2.533563673E-1,4.515821338E-1,-1.171334088E-1
1.917200269E1,-2.924517393E-1,2.829833329E-1,-1.910481006E-1
1.918200268E1,-3.156646192E-1,-3.970623948E-3,-2.747366428E-1
1.919200269E1,-3.327688277E-1,-4.109596014E-1,-3.678936064E-1
1.920200268E1,-4.071416855E-1,-7.551821470E-1,-5.148066878E-1
1.921200268E1,-5.363397002E-1,-1.052368045E0,-6.589708924E-1
1.922200268E1,-6.082690954E-1,-1.076955438E0,-7.307475209E-1
1.923200268E1,-6.412557960E-1,-8.981246352E-1,-7.516697049E-1
1.924200269E1,-6.513350606E-1,-4.540255964E-1,-7.449501753E-1
1.925200268E1,-6.284276247E-1,6.887505949E-2,-6.910412908E-1
1.926200269E1,-6.441574097E-1,4.793764949E-1,-6.001750827E-1
1.927200268E1,-7.250970602E-1,6.791294217E-1,-4.696026444E-1
1.928200269E1,-8.188648820E-1,6.574437022E-1,-3.045163155E-1
1.929200268E1,-8.179485798E-1,4.375322461E-1,-1.734857261E-1
1.930200268E1,-7.783950567E-1,1.487456858E-1,-8.903361112E-2
1.931200268E1,-7.585419416E-1,-5.421429127E-2,-2.901609987E-2
1.932200268E1,-7.787004709E-1,-2.368630022E-1,2.993239649E-2
1.933200269E1,-8.561276197E-1,-3.507893682E-1,5.604688451E-2
1.934200268E1,-9.532552361E-1,-4.091269970E-1,5.772676691E-2
1.935200269E1,-1.103833556E0,-4.375322461E-1,4.489859566E-2
1.936200268E1,-1.257924199E0,-4.754058719E-1,5.039638281E-2
1.937200268E1,-1.405906320E0,-4.964807332E-1,4.978551716E-2
1.938200268E1,-1.498147011E0,-4.992296100E-1,5.253441259E-2
1.939200268E1,-1.595274568E0,-4.789183438E-1,5.039638281E-2
1.940200269E1,-1.677894115E0,-4.392121136E-1,4.948008433E-2
1.941200268E1,-1.758070230E0,-3.862195611E-1,4.718934000E-2
1.942200269E1,-1.816407800E0,-3.440698385E-1,3.390302137E-2
1.943200268E1,-1.880854130E0,-3.335324228E-1,6.108652335E-3
1.944200269E1,-1.932014108E0,-3.530801237E-1,-4.245513305E-2
1.945200268E1,-1.961335540E0,-3.714060783E-1,-8.506298810E-2
1.946200268E1,-1.962862730E0,-3.801108897E-1,-1.351539344E-1
1.947200268E1,-1.938733578E0,-3.619376719E-1,-1.693623960E-1
1.948200268E1,-1.883144855E0,-3.207042515E-1,-1.941024363E-1
1.949200269E1,-1.816407800E0,-2.660318017E-1,-2.005165219E-1
1.950200268E1,-1.703703165E0,-1.459967941E-1,-2.133446932E-1
1.951200269E1,-1.552055836E0,-6.688974798E-2,-2.066251636E-1
1.952200268E1,-1.382082582E0,-1.786780916E-2,-1.915062517E-1
1.953200269E1,-1.244790673E0,1.649336144E-2,-1.713477075E-1
1.954200268E1,-1.101542711E0,6.291911751E-2,-1.548543423E-1
1.955200268E1,-9.839512110E-1,1.455386430E-1,-1.603521258E-1
1.956200268E1,-9.185886383E-1,2.000583708E-1,-1.789835095E-1
1.957200268E1,-8.846855760E-1,2.280054539E-1,-2.095267773E-1
1.958200269E1,-8.652906418E-1,2.449569702E-1,-2.145664245E-1
1.959200268E1,-8.081747293E-1,2.064724565E-1,-1.915062517E-1
1.960200269E1,-8.019133210E-1,1.702786833E-1,-1.634064466E-1
1.961200268E1,-8.429940343E-1,1.472185254E-1,-1.388191283E-1
1.962200268E1,-8.477282524E-1,1.653917581E-1,-1.168279797E-1
1.963200268E1,-7.783950567E-1,1.973094791E-1,-5.375614017E-2
1.964200268E1,-6.905831695E-1,2.002110779E-1,1.557706390E-2
1.965200269E1,-5.856670737E-1,1.947132945E-1,1.175915599E-1
1.966200268E1,-5.235115290E-1,2.060143054E-1,1.844813079E-1
1.967200269E1,-5.051855445E-1,2.484694421E-1,1.989893466E-1
1.968200268E1,-5.088507533E-1,2.979495227E-1,1.928807050E-1
1.969200269E1,-5.806274414E-1,2.929098904E-1,1.589776874E-1
1.970200268E1,-6.682865620E-1,2.319760770E-1,1.203404516E-1
1.971200268E1,-6.679811478E-1,7.101308554E-2,1.400408596E-1
1.972200268E1,-6.198754907E-1,-2.780964077E-1,2.466368377E-1
1.973200268E1,-5.958990455E-1,-5.791002512E-1,3.471241891E-1
1.974200269E1,-6.188064814E-1,-6.977608204E-1,3.743076921E-1
1.975200268E1,-6.940956116E-1,-6.035348773E-1,3.695734739E-1
1.976200269E1,-7.780895829E-1,-2.855795026E-1,3.741549551E-1
1.977200268E1,-9.146180153E-1,1.386664063E-1,3.593414724E-1
1.978200269E1,-1.049771905E0,4.601342380E-1,3.361285925E-1
1.979200268E1,-1.190118194E0,7.400632501E-1,2.251038402E-1
1.980200268E1,-1.308931470E0,7.791585922E-1,1.924225502E-2
1.981200268E1,-1.416901946E0,5.989533663E-1,-2.374738604E-1
1.982200268E1,-1.474628687E0,3.695734739E-1,-4.187481403E-1
1.983200269E1,-1.489594936E0,7.391469181E-2,-5.671883821E-1
1.984200268E1,-1.447139740E0,-1.365283877E-1,-5.900958180E-1
1.985200269E1,-1.391092896E0,-2.342668176E-1,-5.633704662E-1
1.986200268E1,-1.315498352E0,-2.811507285E-1,-5.268712640E-1
1.987200268E1,-1.223257661E0,-2.409863323E-1,-5.114469528E-1
1.988200268E1,-1.129948020E0,-1.814269722E-1,-5.216789246E-1
1.989200268E1,-1.065654397E0,-1.316414624E-1,-5.256495476E-1
1.990200269E1,-1.023199320E0,-9.147707373E-2,-5.160284042E-1
1.991200268E1,-1.006247759E0,-5.390885845E-2,-5.125159621E-1
1.992200269E1,-1.008691192E0,-3.817907721E-2,-5.137376785E-1
1.993200268E1,-1.020755768E0,-1.771509275E-2,-5.161811113E-1
1.994200269E1,-1.046259403E0,-1.649336144E-2,-5.112941861E-1
1.995200268E1,-1.053589821E0,-6.017022580E-2,-5.160284042E-1
1.996200268E1,-1.045037746E0,-1.049161032E-1,-5.099197626E-1
1.997200268E1,-1.023046613E0,-1.580613852E-1,-4.928155243E-1
1.998200268E1,-9.947940707E-1,-2.171625942E-1,-4.512766898E-1
1.999200269E1,-9.604328871E-1,-2.640464902E-1,-3.927863538E-1
2.000200268E1,-9.250026941E-1,-2.637410760E-1,-3.281873465E-1
2.001200269E1,-8.736900091E-1,-2.125810981E-1,-2.722931802E-1
2.002200268E1,-8.214610219E-1,-1.276708394E-1,-2.348776907E-1
2.003200269E1,-7.741189599E-1,-2.825251780E-2,-2.131919712E-1
2.004200268E1,-7.437284589E-1,3.726277873E-2,-1.951714456E-1
2.005200268E1,-7.072292566E-1,8.338310570E-2,-1.843285859E-1
2.006200268E1,-6.841690540E-1,1.052215397E-1,-1.747074574E-1
2.007200268E1,-6.743952036E-1,9.804387391E-2,-1.759291887E-1
2.008200269E1,-6.527095437E-1,7.864890248E-2,-1.846340150E-1
2.009200268E1,-6.185010672E-1,5.955936015E-2,-1.650863290E-1
2.010200269E1,-5.638286471E-1,5.849034712E-2,-1.409571618E-1
2.011200268E1,-5.028948188E-1,5.879577994E-2,-1.130100712E-1
2.012200268E1,-4.117231667E-1,4.948008433E-2,-7.437284291E-2
2.013200268E1,-2.973386645E-1,5.482515693E-2,-1.985312067E-2
2.014200268E1,-1.672243625E-1,6.872233748E-2,3.817907721E-2
2.015200269E1,-3.955352306E-2,8.613199741E-2,8.292495459E-2
2.016200268E1,1.293507218E-1,1.629483104E-1,1.284344196E-1
2.017200269E1,2.649627924E-1,3.049744666E-1,9.972374886E-2
2.018200268E1,3.254384696E-1,4.792237878E-1,8.338310570E-2
2.019200269E1,3.507893682E-1,6.693555713E-1,8.903361112E-2
2.020200268E1,3.312416673E-1,8.471173644E-1,9.132435173E-2
2.021200268E1,2.800817192E-1,9.546296597E-1,8.765916526E-2
2.022200268E1,2.156354338E-1,8.805622458E-1,5.619960278E-2
2.023200268E1,1.061378345E-1,5.471825600E-1,-7.712173462E-2
2.024200269E1,3.802636266E-2,8.567385375E-2,-1.760819107E-1
2.025200268E1,-3.741549700E-2,-3.104722500E-1,-2.764165103E-1
2.026200269E1,-2.128865421E-1,-7.411322594E-1,-4.935791194E-1
2.027200268E1,-4.321871698E-1,-1.014647126E0,-7.046330571E-1
2.028200269E1,-6.406449080E-1,-9.673051238E-1,-8.662069440E-1
2.029200268E1,-7.165449262E-1,-6.956228018E-1,-9.604328871E-1
2.030200268E1,-6.323982477E-1,-1.449277848E-1,-1.010371089E0
2.031200268E1,-4.952589869E-1,4.425718784E-1,-9.202684760E-1
2.032200268E1,-4.034765065E-1,9.166033268E-1,-7.005097270E-1
2.033200269E1,-3.286454976E-1,1.141248941E0,-4.827362597E-1
2.034200268E1,-1.789835095E-1,1.107498646E0,-1.916589737E-1
2.035200269E1,7.635815418E-4,8.025242090E-1,3.268129006E-2
2.036200268E1,1.047633886E-1,4.799873531E-1,1.342376322E-1
2.037200268E1,1.212567538E-1,1.632537395E-1,2.151772827E-1
2.038200268E1,3.176499158E-2,9.162978968E-4,2.426662147E-1
2.039200268E1,-1.090394482E-1,-8.659014851E-2,2.420553565E-1
2.040200269E1,-2.218967974E-1,-1.548543423E-1,2.145664245E-1
2.041200268E1,-3.689626157E-1,-2.086104751E-1,1.638645977E-1
2.042200269E1,-5.135849714E-1,-2.431243658E-1,1.266018152E-1
2.043200268E1,-6.243042946E-1,-2.507601976E-1,8.918632567E-2
2.044200269E1,-6.924157739E-1,-2.437352389E-1,6.261368841E-2
2.045200268E1,-7.603744864E-1,-2.258674204E-1,7.254024595E-2
2.046200268E1,-8.185594082E-1,-2.405281961E-1,7.040221989E-2
2.047200268E1,-8.756753206E-1,-2.431243658E-1,6.688974798E-2
2.048200268E1,-9.448558092E-1,-2.275473028E-1,7.452555746E-2
2.049200269E1,-1.018923283E0,-1.963931769E-1,7.712173462E-2
2.050200268E1,-1.084438562E0,-1.857030392E-1,5.910121277E-2
2.051200269E1,-1.120937705E0,-1.846340150E-1,3.970624134E-2
2.052200268E1,-1.145525098E0,-1.594358236E-1,-6.108652451E-4
2.053200269E1,-1.147052169E0,-1.160643995E-1,-6.047565863E-2
2.054200268E1,-1.123075724E0,-4.963280261E-2,-1.107193232E-1
2.055200268E1,-1.085660219E0,3.665191587E-3,-1.438587606E-1
2.056200269E1,-1.026406288E0,7.040221989E-2,-1.649336219E-1
2.057200268E1,-9.572258592E-1,1.359175146E-1,-1.542434692E-1
2.058200269E1,-8.891143799E-1,2.113593817E-1,-1.119410545E-1
2.059200268E1,-8.016079068E-1,2.939788997E-1,-7.696902007E-2
2.060200269E1,-7.250970602E-1,3.378084898E-1,-5.665775016E-2
2.061200268E1,-6.739370823E-1,3.924809098E-1,-3.252857551E-2
2.062200268E1,-6.424775124E-1,3.985895813E-1,-2.886338346E-2
2.063200268E1,-6.194173694E-1,3.720169365E-1,-4.734205827E-2
2.064200268E1,-6.122397184E-1,3.005456924E-1,-8.506298810E-2
2.065200269E1,-6.354525685E-1,2.047925740E-1,-1.177442744E-1
2.066200268E1,-6.342308521E-1,1.114829108E-1,-1.469130963E-1
2.067200269E1,-6.172793508E-1,4.382958263E-2,-1.540907621E-1
2.068200268E1,-5.916230083E-1,6.093380973E-2,-1.285871267E-1
2.069200269E1,-5.659666657E-1,1.397354305E-1,-8.368854225E-2
2.070200268E1,-5.244278312E-1,2.973386645E-1,1.527163113E-4
2.071200268E1,-4.561636150E-1,4.430300295E-1,9.605856240E-2
2.072200268E1,-3.978259861E-1,5.219843388E-1,1.261436790E-1
2.073200268E1,-3.930917978E-1,5.461135507E-1,9.071348608E-2
2.074200269E1,-4.361577928E-1,5.662720799E-1,-3.054326167E-3
2.075200268E1,-5.105306506E-1,5.259549618E-1,-7.971791178E-2
2.076200269E1,-5.868887901E-1,3.526219726E-1,-9.498954564E-2
2.077200268E1,-6.200281978E-1,-4.169155285E-2,1.557706390E-2
2.078200269E1,-4.656320214E-1,-5.972734690E-1,2.002110779E-1
2.079200268E1,-1.971567571E-1,-1.002429843E0,3.952298164E-1
2.080200268E1,-5.940664560E-2,-1.027169943E0,5.155702829E-1
2.081200269E1,-2.519819140E-2,-7.751879692E-1,6.017022729E-1
2.082200268E1,-8.750644326E-2,-4.546364546E-1,5.855143666E-1
2.083200269E1,-2.399173230E-1,-7.788532227E-2,5.158756971E-1
2.084200268E1,-4.089742899E-1,2.591595948E-1,5.073235631E-1
2.085200269E1,-5.297728777E-1,7.440338731E-1,4.679227769E-1
2.086200268E1,-5.513058901E-1,9.721920490E-1,3.419318199E-1
2.087200268E1,-5.470298529E-1,9.101892114E-1,2.078468949E-1
2.088200268E1,-5.293147564E-1,6.568328738E-1,5.085453019E-2
2.089200268E1,-4.703662395E-1,3.239113092E-1,-9.529497474E-2
2.090200269E1,-3.966042697E-1,4.077525437E-2,-1.927279830E-1
2.091200268E1,-3.286454976E-1,-9.346238524E-2,-2.244929820E-1
2.092200269E1,-2.353358418E-1,-1.513418704E-1,-2.600758672E-1
2.093200268E1,-1.311833113E-1,-1.487456858E-1,-3.142901659E-1
2.094200269E1,-7.635815535E-3,-1.279762685E-1,-3.573561609E-1
2.095200268E1,9.666942805E-2,-9.865473956E-2,-3.871358633E-1
2.096200268E1,2.105957866E-1,-6.200282276E-2,-4.059199691E-1
2.097200268E1,2.845104933E-1,-5.100724846E-2,-4.172209501E-1
2.098200268E1,3.295617998E-1,-7.498370856E-2,-4.149302244E-1
2.099200269E1,3.721696436E-1,-1.244637966E-1,-4.002694488E-1
2.100200268E1,4.123340547E-1,-1.980730593E-1,-3.674354553E-1
2.101200269E1,4.550946057E-1,-2.764165103E-1,-3.234531581E-1
2.102200268E1,4.857905805E-1,-3.185662329E-1,-2.845104933E-1
2.103200269E1,5.406157374E-1,-3.352122903E-1,-2.394591719E-1
2.104200268E1,5.917757154E-1,-3.132211566E-1,-1.921171248E-1
2.105200268E1,6.343835592E-1,-2.779437006E-1,-1.533271819E-1
2.106200269E1,6.565274000E-1,-2.535090744E-1,-1.143845171E-1
2.107200268E1,6.565274000E-1,-2.073887438E-1,-8.521570265E-2
2.108200269E1,6.348416805E-1,-1.203404516E-1,-5.100724846E-2
2.109200268E1,5.911648273E-1,-5.390885845E-2,-3.512475267E-2
2.110200269E1,5.146539807E-1,3.313944116E-2,-1.175915636E-2
2.111200268E1,4.199698567E-1,9.453139454E-2,-5.497787148E-3
2.112200268E1,3.277291954E-1,1.560760736E-1,9.162978968E-4
2.113200268E1,2.816088796E-1,1.921171248E-1,-6.261368748E-3
2.114200268E1,2.596177161E-1,2.138028294E-1,-1.114829071E-2
2.115200269E1,3.094032407E-1,2.067778856E-1,-2.351831272E-2
2.116200268E1,3.785837293E-1,1.815796942E-1,-1.893682219E-2
2.117200269E1,4.416555762E-1,1.574505121E-1,-2.519819140E-2
2.118200268E1,4.943426847E-1,1.082758680E-1,4.550946131E-2
2.119200269E1,5.299255848E-1,2.260201424E-2,1.149953827E-1
2.120200268E1,5.847507715E-1,-4.612032697E-2,1.492038369E-1
2.121200268E1,6.601926088E-1,-8.323039114E-2,1.867720485E-1
2.122200268E1,6.945537925E-1,-6.368270516E-2,2.379320115E-1
2.123200268E1,6.627888083E-1,1.847867295E-2,2.328923792E-1
2.124200269E1,5.908594131E-1,1.186605766E-1,1.927279830E-1
2.125200268E1,5.151121020E-1,2.681698501E-1,1.220203340E-1
2.126200269E1,4.540255964E-1,3.561344445E-1,4.031710699E-2
2.127200268E1,3.978259861E-1,3.691153228E-1,-1.069014147E-2
2.128200269E1,3.419318199E-1,2.926044464E-1,-3.726277873E-2
2.129200268E1,3.005456924E-1,1.192714423E-1,-1.185078546E-1
2.130200268E1,2.736676335E-1,-1.725694388E-1,-1.875356287E-1
2.131200269E1,2.616030276E-1,-5.199990273E-1,-2.296853364E-1
2.132200268E1,1.788308024E-1,-9.876163602E-1,-3.591887653E-1
2.133200269E1,3.894266114E-2,-1.361160517E0,-5.044219494E-1
2.134200268E1,-8.521570265E-2,-1.471879840E0,-5.989533663E-1
2.135200269E1,-1.305724531E-1,-1.271363258E0,-6.455318332E-1
2.136200268E1,-1.140790880E-1,-7.014260292E-1,-6.319400668E-1
2.137200268E1,-4.428773001E-2,-1.679879380E-3,-6.137668490E-1
2.138200268E1,1.145372353E-2,4.486805201E-1,-5.804746747E-1
2.139200268E1,-1.130100712E-2,8.507825732E-1,-4.456261992E-1
2.140200269E1,-1.039998084E-1,9.514226317E-1,-2.550362349E-1
2.141200268E1,-1.453859210E-1,8.332201838E-1,-8.155050874E-2
2.142200269E1,-1.264491081E-1,6.508769393E-1,3.711006418E-2
2.143200268E1,-1.014036313E-1,3.801108897E-1,1.363756657E-1
2.144200269E1,-1.156062484E-1,1.563815027E-1,1.867720485E-1
2.145200268E1,-1.783726513E-1,-5.543602258E-2,2.105957866E-1
2.146200268E1,-2.339613885E-1,-2.067778856E-1,2.390010208E-1
2.147200268E1,-3.173444867E-1,-3.449861407E-1,2.809980214E-1
2.148200268E1,-4.117231667E-1,-4.225660264E-1,3.278819323E-1
2.149200269E1,-4.796819389E-1,-4.492913783E-1,3.294090927E-1
2.150200268E1,-5.294674635E-1,-4.592179358E-1,3.075706363E-1
2.151200269E1,-5.612324476E-1,-4.581489265E-1,2.771801054E-1
2.152200268E1,-5.772676468E-1,-4.656320214E-1,2.333505303E-1
2.153200269E1,-6.029239893E-1,-4.306600094E-1,1.980730593E-1
2.154200268E1,-6.553056836E-1,-3.813326359E-1,1.579086632E-1
2.155200268E1,-7.162395120E-1,-3.307835162E-1,1.360702366E-1
2.156200269E1,-7.709119320E-1,-2.753475010E-1,1.142318025E-1
2.157200268E1,-7.832819819E-1,-2.270891517E-1,9.468411654E-2
2.158200269E1,-7.689266205E-1,-1.629483104E-1,6.032294407E-2
2.159200268E1,-7.327328324E-1,-1.133155003E-1,2.718350291E-2
2.160200269E1,-6.953173876E-1,-7.696902007E-2,-5.955935922E-3
2.161200268E1,-6.273586154E-1,-6.963863969E-2,-1.970040426E-2
2.162200268E1,-5.484042764E-1,-5.482515693E-2,-6.566801574E-3
2.163200268E1,-4.659374654E-1,-2.061670274E-2,1.679879380E-3
2.164200268E1,-3.930917978E-1,-8.246680722E-3,9.926560335E-3
2.165200269E1,-2.984076738E-1,-6.872233935E-3,1.069014147E-2
2.166200268E1,-2.157881409E-1,7.941247895E-3,2.015855350E-2
2.167200269E1,-1.756237596E-1,2.993239649E-2,3.344487399E-2
2.168200268E1,-1.611157060E-1,6.505715102E-2,4.306599870E-2
2.169200269E1,-1.586722434E-1,1.159116775E-1,5.757404864E-2
2.170200268E1,-1.270599663E-1,8.216137439E-2,4.291328415E-2
2.171200268E1,-9.086620808E-2,4.214970022E-2,6.261368748E-3
2.172200268E1,-8.093964309E-2,8.399397135E-3,4.413501546E-2
2.173200268E1,-1.256855279E-1,2.535090782E-2,8.323039114E-2
2.174200269E1,-1.632537395E-1,1.113301888E-1,1.113301888E-1
2.175200268E1,-1.776090711E-1,2.359467000E-1,1.563815027E-1
2.176200269E1,-2.102903575E-1,3.944662213E-1,2.134974003E-1
2.177200268E1,-2.429716438E-1,4.937318265E-1,2.403754741E-1
2.178200269E1,-2.674062550E-1,5.505422950E-1,2.232712507E-1
2.179200268E1,-2.872593701E-1,5.900958180E-1,1.403462887E-1
2.180200268E1,-3.376557529E-1,5.667302608E-1,2.703078650E-2
2.181200269E1,-4.590652287E-1,4.900666475E-1,1.786780916E-2
2.182200268E1,-5.119050741E-1,3.352122903E-1,7.070764899E-2
2.183200269E1,-4.065308273E-1,-1.638645977E-1,2.066251636E-1
2.184200268E1,-1.047633886E-1,-8.556694984E-1,4.555527568E-1
2.185200269E1,2.023491114E-1,-1.315192819E0,6.224716902E-1
2.186200268E1,3.434589803E-1,-1.302517414E0,6.841690540E-1
2.187200268E1,3.723223805E-1,-7.506006956E-1,7.331910133E-1
2.188200268E1,3.011565804E-1,2.257147133E-1,7.586946487E-1
2.189200268E1,2.399173230E-1,8.584184051E-1,7.457137704E-1
2.190200269E1,1.889100820E-1,1.182024240E0,5.671883821E-1
2.191200268E1,1.380555481E-1,1.052978992E0,3.210096955E-1
2.192200269E1,3.054326214E-2,8.064948320E-1,1.461495161E-1
2.193200268E1,-6.811147183E-2,5.965099335E-1,3.817907721E-2
2.194200269E1,-2.020436823E-1,3.417791128E-1,-8.170322329E-2
2.195200268E1,-2.545780838E-1,1.368338168E-1,-1.812742651E-1
2.196200268E1,-2.255619913E-1,-4.474587739E-2,-2.530509233E-1
2.197200268E1,-2.026545405E-1,-1.950187236E-1,-3.113885522E-1
2.198200268E1,-1.252273768E-1,-3.327688277E-1,-3.627012372E-1
2.199200269E1,-7.635815535E-3,-3.822489381E-1,-4.192062616E-1
2.200200268E1,9.285151958E-2,-3.336851299E-1,-4.599815309E-1
2.201200269E1,2.055561543E-1,-2.729040384E-1,-4.909829497E-1
2.202200268E1,3.049744666E-1,-2.967278063E-1,-5.096143484E-1
2.203200269E1,3.865249753E-1,-3.750712574E-1,-4.816672504E-1
2.204200268E1,4.546364546E-1,-4.305072725E-1,-4.537201524E-1
2.205200268E1,5.204572082E-1,-5.015203953E-1,-4.027129114E-1
2.206200269E1,5.888741016E-1,-5.216789246E-1,-3.419318199E-1
2.207200268E1,6.498079300E-1,-5.299255848E-1,-2.809980214E-1
2.208200269E1,6.924157739E-1,-4.957171381E-1,-2.446515262E-1
2.209200268E1,7.108944058E-1,-4.314235747E-1,-1.948660165E-1
2.210200269E1,7.000515461E-1,-3.405573666E-1,-1.437060535E-1
2.211200268E1,6.843217611E-1,-2.425135076E-1,-1.108720452E-1
2.212200268E1,6.359107494E-1,-1.033889428E-1,-7.788532227E-2
2.213200268E1,5.739079118E-1,3.558290005E-2,-6.200282276E-2
2.214200268E1,4.780020416E-1,1.466076523E-1,-3.863722831E-2
2.215200269E1,4.004221559E-1,2.299907655E-1,-1.908953860E-2
2.216200268E1,3.032945991E-1,3.071125150E-1,-7.788531948E-3
2.217200269E1,2.341141105E-1,3.541491330E-1,-6.414085161E-3
2.218200268E1,1.963931769E-1,3.793473244E-1,-2.703078650E-2
2.219200269E1,1.647808999E-1,3.817907870E-1,-2.214386500E-2
2.220200268E1,1.516472995E-1,3.248275816E-1,0.000000000E0
2.221200268E1,1.519527286E-1,2.040289938E-1,4.291328415E-2
2.222200268E1,1.740965992E-1,8.323039114E-2,7.971791178E-2
2.223200268E1,2.629774809E-1,-4.108068720E-2,1.282816976E-1
2.224200269E1,3.846924007E-1,-1.035416573E-1,1.756237596E-1
2.225200268E1,4.783074856E-1,-6.078109145E-2,2.191479057E-1
2.226200269E1,4.928155243E-1,4.703662544E-2,2.139555514E-1
2.227200268E1,4.497495294E-1,2.185370475E-1,1.418734491E-1
2.228200269E1,4.040873647E-1,3.958406746E-1,2.092213556E-2
2.229200268E1,3.538436890E-1,5.093088746E-1,-6.078109145E-2
2.230200268E1,2.625193298E-1,6.238461137E-1,-1.107193232E-1
2.231200269E1,1.847867370E-1,7.179193497E-1,-8.613199741E-2
2.232200268E1,1.641700417E-1,6.985244155E-1,-9.330966324E-2
2.233200269E1,1.942551434E-1,4.987714589E-1,-1.663080603E-1
2.234200268E1,1.921171248E-1,-1.191187184E-2,-2.119702399E-1
2.235200269E1,1.291979998E-1,-6.633996367E-1,-2.935207486E-1
2.236200268E1,1.466076635E-2,-1.177290082E0,-4.692972302E-1
2.237200268E1,-5.864306539E-2,-1.367727280E0,-5.784893632E-1
2.238200268E1,-1.111774743E-1,-1.316109180E0,-6.394231915E-1
2.239200268E1,-7.742717117E-2,-9.625709057E-1,-6.462954283E-1
2.240200269E1,-3.054326214E-2,-5.062545538E-1,-6.459900141E-1
2.241200268E1,3.298672289E-2,1.035416573E-1,-6.885978580E-1
2.242200269E1,7.391469181E-2,6.507241726E-1,-6.579018831E-1
2.243200268E1,3.695734590E-2,8.990409374E-1,-5.007568002E-1
2.244200269E1,-4.886921961E-3,8.836165667E-1,-3.578143120E-1
2.245200268E1,-2.809980139E-2,6.759223938E-1,-1.902845204E-1
2.246200268E1,-6.414085161E-3,3.956879675E-1,-3.741549700E-2
2.247200268E1,1.511891466E-2,1.650863290E-1,1.154535338E-1
2.248200268E1,9.773843922E-3,6.872233935E-3,2.255619913E-1
2.249200269E1,-5.497787148E-3,-1.514945775E-1,3.052799106E-1
2.250200268E1,-4.993823543E-2,-2.628247738E-1,3.507893682E-1
2.251200269E1,-1.056796908E-1,-3.101668358E-1,3.729332387E-1
2.252200268E1,-2.063197345E-1,-3.309362531E-1,3.843869567E-1
2.253200269E1,-3.156646192E-1,-3.216205537E-1,3.724750876E-1
2.254200268E1,-4.094324410E-1,-2.991712391E-1,3.118467033E-1
2.255200268E1,-4.789183438E-1,-2.680171132E-1,2.657263875E-1
2.256200269E1,-5.569564104E-1,-2.429716438E-1,1.963931769E-1
2.257200268E1,-6.374378800E-1,-2.168571651E-1,1.380555481E-1
2.258200269E1,-7.104362845E-1,-1.626428664E-1,9.300423414E-2
2.259200268E1,-7.652614117E-1,-1.072068512E-1,7.849618047E-2
2.260200269E1,-8.223773241E-1,-2.519819140E-2,7.376197726E-2
2.261200268E1,-8.553640842E-1,4.963280261E-2,3.955352306E-2
2.262200268E1,-8.530732989E-1,7.009678334E-2,6.566801574E-3
2.263200268E1,-8.170322776E-1,6.291911751E-2,-4.489859566E-2
2.264200268E1,-7.455610037E-1,9.773843922E-3,-8.277224004E-2
